2025-06-17 01:11:51,100,10.8196,NA,4.9500000000000004e-05
2025-06-17 01:21:41,200,10.7151,NA,4.9889686218577285e-05
2025-06-17 01:31:18,300,10.4061,NA,4.9778258156534144e-05
2025-06-17 01:40:53,400,9.959,NA,4.9666830094491e-05
2025-06-17 01:50:30,500,9.4377,NA,4.9555402032447856e-05
2025-06-17 02:00:14,600,8.8538,NA,4.944397397040471e-05
2025-06-17 02:09:50,700,8.345,NA,4.933254590836157e-05
2025-06-17 02:19:27,800,7.7373,NA,4.922111784631842e-05
2025-06-17 02:29:04,900,7.1512,NA,4.910968978427528e-05
2025-06-17 02:38:40,1000,6.5596,NA,4.899826172223213e-05
2025-06-17 02:48:23,1100,5.8127,NA,4.888683366018898e-05
2025-06-17 02:57:59,1200,5.369,NA,4.877540559814584e-05
2025-06-17 03:07:37,1300,5.1628,NA,4.8663977536102694e-05
2025-06-17 03:17:13,1400,4.9819,NA,4.855254947405955e-05
2025-06-17 03:26:50,1500,4.9051,NA,4.8441121412016406e-05
2025-06-17 03:36:34,1600,4.926,NA,4.832969334997326e-05
2025-06-17 03:46:10,1700,4.6966,NA,4.821826528793012e-05
2025-06-17 03:55:47,1800,4.8342,NA,4.810683722588697e-05
2025-06-17 04:05:23,1900,4.8081,NA,4.799540916384382e-05
2025-06-17 04:15:00,2000,4.7377,NA,4.788398110180068e-05
2025-06-17 04:24:45,2100,4.6689,NA,4.777255303975753e-05
2025-06-17 04:34:22,2200,4.7919,NA,4.7661124977714385e-05
2025-06-17 04:43:58,2300,4.7418,NA,4.7549696915671245e-05
2025-06-17 04:53:34,2400,4.5354,NA,4.74382688536281e-05
2025-06-17 05:03:11,2500,4.7307,NA,4.7326840791584956e-05
2025-06-17 05:13:05,2600,4.8204,NA,4.721541272954181e-05
2025-06-17 05:22:41,2700,5.0662,NA,4.710398466749866e-05
2025-06-17 05:32:18,2800,4.7927,NA,4.699255660545552e-05
2025-06-17 05:41:54,2900,4.7552,NA,4.688112854341237e-05
2025-06-17 05:51:30,3000,4.6359,NA,4.676970048136923e-05
2025-06-17 06:01:14,3100,4.879,NA,4.665827241932609e-05
2025-06-17 06:10:51,3200,4.5024,NA,4.654684435728294e-05
2025-06-17 06:20:27,3300,4.6827,NA,4.6435416295239795e-05
2025-06-17 06:30:03,3400,4.9034,NA,4.6323988233196654e-05
2025-06-17 06:39:39,3500,5.0376,NA,4.6212560171153506e-05
2025-06-17 06:49:23,3600,4.614,NA,4.6101132109110365e-05
2025-06-17 06:58:58,3700,4.7071,NA,4.598970404706722e-05
2025-06-17 07:08:35,3800,4.8163,NA,4.587827598502407e-05
2025-06-17 07:18:11,3900,5.0497,NA,4.576684792298093e-05
2025-06-17 07:27:47,4000,4.6549,NA,4.565541986093778e-05
2025-06-17 07:37:31,4100,4.726,NA,4.5543991798894633e-05
2025-06-17 07:47:08,4200,4.9377,NA,4.543256373685149e-05
2025-06-17 07:56:45,4300,4.8869,NA,4.5321135674808345e-05
2025-06-17 08:06:21,4400,4.5922,NA,4.5209707612765204e-05
2025-06-17 08:15:58,4500,4.6141,NA,4.5098279550722056e-05
2025-06-17 08:25:58,4600,4.7462,NA,4.498685148867891e-05
2025-06-17 08:35:34,4700,4.6767,NA,4.487542342663577e-05
2025-06-17 08:45:11,4800,4.5859,NA,4.476399536459262e-05
2025-06-17 08:54:48,4900,4.6638,NA,4.465256730254947e-05
2025-06-17 09:04:25,5000,4.7436,NA,4.454113924050633e-05
2025-06-17 09:14:32,5100,4.5844,NA,4.4429711178463184e-05
2025-06-17 09:25:35,5200,4.7171,NA,4.431828311642004e-05

2025-06-17 09:35:42,5300,4.8179,NA,4.4206855054376895e-05
2025-06-17 09:45:35,5400,4.7418,NA,4.409542699233375e-05
2025-06-17 09:55:26,5500,4.5786,NA,4.3983998930290606e-05
2025-06-17 10:05:20,5600,4.8124,NA,4.387257086824746e-05
2025-06-17 10:15:06,5700,4.6484,NA,4.376114280620431e-05
2025-06-17 10:24:54,5800,4.5313,NA,4.364971474416118e-05
2025-06-17 10:34:40,5900,4.9093,NA,4.353828668211803e-05
2025-06-17 10:44:28,6000,4.6734,NA,4.342685862007488e-05
2025-06-17 10:54:34,6100,4.592,NA,4.331543055803174e-05
2025-06-17 11:04:22,6200,4.7282,NA,4.320400249598859e-05
2025-06-17 11:14:09,6300,4.7076,NA,4.3092574433945445e-05
2025-06-17 11:23:56,6400,4.7694,NA,4.2981146371902304e-05
2025-06-17 11:33:43,6500,4.6981,NA,4.2869718309859156e-05
2025-06-17 11:43:39,6600,4.7302,NA,4.2758290247816016e-05
2025-06-17 11:53:26,6700,4.7297,NA,4.264686218577287e-05
2025-06-17 12:03:14,6800,4.6953,NA,4.253543412372972e-05
2025-06-17 12:13:01,6900,4.8351,NA,4.242400606168658e-05
2025-06-17 12:22:49,7000,4.8687,NA,4.231257799964343e-05
2025-06-17 12:32:43,7100,4.7623,NA,4.220114993760029e-05
2025-06-17 12:42:30,7200,4.8882,NA,4.208972187555714e-05
2025-06-17 12:52:18,7300,4.9092,NA,4.1978293813513995e-05
2025-06-17 13:02:05,7400,4.8129,NA,4.1866865751470854e-05
2025-06-17 13:11:54,7500,4.8286,NA,4.175543768942771e-05
2025-06-17 13:21:48,7600,4.7725,NA,4.164400962738456e-05
2025-06-17 13:31:35,7700,4.807,NA,4.153258156534142e-05
2025-06-17 13:41:23,7800,4.69,NA,4.142115350329827e-05
2025-06-17 13:51:10,7900,4.7803,NA,4.130972544125513e-05
2025-06-17 14:00:57,8000,5.02,NA,4.119829737921198e-05
2025-06-17 14:10:51,8100,4.8354,NA,4.1086869317168834e-05
2025-06-17 14:20:38,8200,4.5107,NA,4.097544125512569e-05
2025-06-17 14:30:26,8300,4.4973,NA,4.0864013193082545e-05
2025-06-17 14:40:13,8400,4.9023,NA,4.07525851310394e-05
2025-06-17 14:49:59,8500,4.9606,NA,4.0641157068996264e-05
2025-06-17 14:59:57,8600,4.767,NA,4.0529729006953116e-05
2025-06-17 15:09:44,8700,4.8701,NA,4.041830094490997e-05
2025-06-17 15:19:48,8800,4.8469,NA,4.030687288286683e-05
2025-06-17 15:29:36,8900,4.7636,NA,4.019544482082368e-05
2025-06-17 15:39:23,9000,5.0155,NA,4.008401675878053e-05
2025-06-17 15:49:17,9100,4.9466,NA,3.997258869673739e-05
2025-06-17 15:59:09,9200,4.6368,NA,3.986116063469424e-05
2025-06-17 16:08:59,9300,4.7927,NA,3.97497325726511e-05
2025-06-17 16:18:58,9400,4.8912,NA,3.9638304510607955e-05
2025-06-17 16:28:59,9500,4.7883,NA,3.952687644856481e-05
2025-06-17 16:39:02,9600,4.7599,NA,3.9415448386521666e-05
2025-06-17 16:49:06,9700,4.6126,NA,3.930402032447852e-05
2025-06-17 16:58:52,9800,4.6366,NA,3.919259226243537e-05
2025-06-17 17:08:40,9900,4.7345,NA,3.908116420039223e-05
2025-06-17 17:18:26,10000,4.665,NA,3.896973613834908e-05
2025-06-17 17:28:20,10100,4.638,NA,3.885830807630594e-05
2025-06-17 17:38:07,10200,4.7639,NA,3.874799429488323e-05
2025-06-17 17:47:54,10300,4.7303,NA,3.863656623284008e-05
2025-06-17 17:57:45,10400,4.7173,NA,3.8525138170796935e-05
2025-06-17 18:07:32,10500,4.7041,NA,3.8413710108753794e-05
2025-06-17 18:17:27,10600,4.5664,NA,3.8302282046710647e-05
2025-06-17 18:27:14,10700,4.7607,NA,3.81908539846675e-05
2025-06-17 18:37:01,10800,4.5745,NA,3.807942592262436e-05
2025-06-17 18:46:55,10900,4.7327,NA,3.796799786058121e-05
2025-06-17 18:56:42,11000,4.7253,NA,3.785656979853807e-05
2025-06-17 19:06:37,11100,4.4782,NA,3.774514173649492e-05
2025-06-17 19:16:24,11200,4.7396,NA,3.7633713674451774e-05
2025-06-17 19:26:23,11300,4.9579,NA,3.752228561240863e-05
2025-06-17 19:36:19,11400,4.9343,NA,3.7410857550365485e-05
2025-06-17 19:46:09,11500,4.721,NA,3.729942948832234e-05
2025-06-17 19:56:14,11600,4.9214,NA,3.71880014262792e-05
2025-06-17 20:06:03,11700,4.6248,NA,3.707657336423605e-05
2025-06-17 20:15:52,11800,4.8495,NA,3.696514530219291e-05
2025-06-17 20:25:44,11900,4.7414,NA,3.685371724014976e-05
2025-06-17 20:35:34,12000,4.6942,NA,3.674228917810661e-05
2025-06-17 20:45:34,12100,5.0581,NA,3.663086111606347e-05
2025-06-17 20:55:23,12200,5.0355,NA,3.6519433054020324e-05
2025-06-17 21:05:21,12300,4.8848,NA,3.6408004991977176e-05
2025-06-17 21:15:12,12400,4.5429,NA,3.6297691210554466e-05
2025-06-17 21:25:01,12500,4.8005,NA,3.6186263148511325e-05
2025-06-17 21:34:57,12600,4.7288,NA,3.607483508646818e-05
2025-06-17 21:44:46,12700,4.9843,NA,3.5963407024425036e-05
2025-06-17 21:54:58,12800,4.7234,NA,3.585197896238189e-05
2025-06-17 22:04:48,12900,4.6385,NA,3.574055090033874e-05
2025-06-17 22:14:36,13000,4.8463,NA,3.56291228382956e-05
2025-06-17 22:25:06,13100,4.6593,NA,3.551769477625245e-05
2025-06-17 22:35:28,13200,4.8702,NA,3.5406266714209305e-05
2025-06-17 22:45:48,13300,4.4697,NA,3.5294838652166164e-05
2025-06-17 22:56:07,13400,4.8719,NA,3.5183410590123016e-05
2025-06-17 23:06:27,13500,4.8563,NA,3.5071982528079875e-05
2025-06-17 23:16:56,13600,4.9197,NA,3.496055446603673e-05
2025-06-17 23:27:17,13700,4.6659,NA,3.484912640399358e-05
2025-06-17 23:38:21,13800,4.72,NA,3.473769834195044e-05
2025-06-17 23:48:26,13900,4.6856,NA,3.462627027990729e-05
2025-06-17 23:58:31,14000,4.7217,NA,3.4514842217864143e-05
2025-06-18 00:08:45,14100,4.9113,NA,3.4403414155821e-05
2025-06-18 00:20:34,14200,4.6911,NA,3.429198609377786e-05
2025-06-18 00:31:39,14300,4.8345,NA,3.4180558031734714e-05
2025-06-18 01:19:23,14400,4.6998,NA,3.406912996969157e-05
2025-06-18 01:29:15,14500,4.5151,NA,3.3958816188268856e-05
2025-06-18 01:39:17,14600,4.8877,NA,3.384738812622571e-05
2025-06-18 01:49:11,14700,4.6327,NA,3.373596006418257e-05
2025-06-18 01:59:05,14800,4.725,NA,3.362453200213942e-05
2025-06-18 02:08:59,14900,4.7714,NA,3.351310394009627e-05
2025-06-18 02:18:52,15000,4.6082,NA,3.340167587805313e-05
2025-06-18 02:28:58,15100,4.8518,NA,3.329024781600998e-05
2025-06-18 02:38:52,15200,4.9228,NA,3.317881975396684e-05
2025-06-18 02:48:46,15300,4.777,NA,3.3067391691923695e-05
2025-06-18 02:58:41,15400,4.6604,NA,3.295596362988055e-05
2025-06-18 03:08:35,15500,4.7365,NA,3.2844535567837406e-05
2025-06-18 03:18:37,15600,4.8776,NA,3.273310750579426e-05
2025-06-18 03:28:31,15700,4.5639,NA,3.262167944375112e-05
2025-06-18 03:38:26,15800,5.0072,NA,3.2510251381707976e-05
2025-06-18 03:48:23,15900,4.7262,NA,3.239882331966483e-05
2025-06-18 03:58:18,16000,4.7706,NA,3.228739525762168e-05
2025-06-18 04:08:20,16100,4.8596,NA,3.217596719557854e-05
2025-06-18 04:18:15,16200,4.65,NA,3.206453913353539e-05
2025-06-18 04:28:08,16300,4.4689,NA,3.1953111071492245e-05
2025-06-18 04:38:02,16400,4.6807,NA,3.1841683009449104e-05
2025-06-18 04:47:56,16500,4.6169,NA,3.1730254947405956e-05
2025-06-18 04:57:56,16600,4.8645,NA,3.161994116598324e-05
2025-06-18 05:07:50,16700,4.5946,NA,3.15085131039401e-05
2025-06-18 05:17:43,16800,4.7044,NA,3.139708504189695e-05
2025-06-18 05:27:38,16900,5.0098,NA,3.12856569798538e-05
2025-06-18 05:37:32,17000,4.8034,NA,3.117422891781066e-05
2025-06-18 05:47:45,17100,4.6846,NA,3.1062800855767514e-05
2025-06-18 05:57:39,17200,4.7683,NA,3.095137279372437e-05
2025-06-18 06:07:33,17300,4.7744,NA,3.083994473168123e-05
2025-06-18 06:17:27,17400,4.6891,NA,3.0728516669638084e-05
2025-06-18 06:27:21,17500,4.8183,NA,3.0617088607594943e-05
2025-06-18 06:37:23,17600,4.7046,NA,3.0505660545551796e-05
2025-06-18 06:47:16,17700,4.8024,NA,3.039423248350865e-05
2025-06-18 06:57:11,17800,4.5343,NA,3.0282804421465504e-05
2025-06-18 07:07:04,17900,4.6285,NA,3.017137635942236e-05
2025-06-18 07:16:58,18000,4.7715,NA,3.0059948297379215e-05
2025-06-18 07:27:00,18100,4.8703,NA,2.994852023533607e-05
2025-06-18 07:36:54,18200,4.7824,NA,2.9837092173292923e-05
2025-06-18 07:46:48,18300,4.793,NA,2.972566411124978e-05
2025-06-18 07:56:43,18400,4.5596,NA,2.9614236049206634e-05
2025-06-18 08:06:36,18500,4.7757,NA,2.950280798716349e-05
2025-06-18 08:16:37,18600,4.7337,NA,2.9392494205740773e-05
2025-06-18 08:26:31,18700,4.7587,NA,2.928106614369763e-05
2025-06-18 08:36:26,18800,4.6669,NA,2.9169638081654488e-05
2025-06-18 08:46:24,18900,4.8554,NA,2.9058210019611343e-05
2025-06-18 08:56:18,19000,4.6636,NA,2.89467819575682e-05
2025-06-18 09:06:25,19100,4.7593,NA,2.883535389552505e-05
2025-06-18 09:16:24,19200,4.6474,NA,2.8723925833481907e-05
2025-06-18 09:26:13,19300,4.7062,NA,2.8612497771438763e-05
2025-06-18 09:36:02,19400,4.7477,NA,2.850106970939562e-05
2025-06-18 09:45:51,19500,4.6964,NA,2.838964164735247e-05
2025-06-18 09:55:47,19600,5.0279,NA,2.8278213585309326e-05
2025-06-18 10:05:36,19700,4.8674,NA,2.8166785523266182e-05
2025-06-18 10:15:26,19800,4.6017,NA,2.8055357461223038e-05
2025-06-18 10:25:14,19900,4.4235,NA,2.794392939917989e-05
2025-06-18 10:35:03,20000,4.7482,NA,2.7832501337136746e-05
2025-06-18 10:45:02,20100,4.8601,NA,2.77210732750936e-05
2025-06-18 10:54:51,20200,4.6986,NA,2.7609645213050457e-05
2025-06-18 11:04:40,20300,4.8507,NA,2.749821715100731e-05
2025-06-18 11:14:29,20400,4.9322,NA,2.7386789088964165e-05
2025-06-18 11:24:17,20500,4.7003,NA,2.727536102692102e-05
2025-06-18 11:34:13,20600,4.7114,NA,2.7163932964877877e-05
2025-06-18 11:44:02,20700,4.5256,NA,2.705250490283473e-05
2025-06-18 11:53:50,20800,4.8321,NA,2.694219112141202e-05
2025-06-18 12:03:38,20900,4.6544,NA,2.6830763059368874e-05
2025-06-18 12:14:01,21000,4.6207,NA,2.671933499732573e-05
2025-06-18 12:24:49,21100,4.8906,NA,2.6607906935282582e-05
2025-06-18 12:34:38,21200,4.7616,NA,2.6496478873239438e-05
2025-06-18 12:44:28,21300,4.9616,NA,2.6385050811196294e-05
2025-06-18 12:54:16,21400,4.9104,NA,2.627362274915315e-05
2025-06-18 13:04:06,21500,4.7996,NA,2.616219468711e-05
2025-06-18 13:14:03,21600,4.8654,NA,2.6050766625066857e-05
2025-06-18 13:23:52,21700,4.825,NA,2.5939338563023713e-05
2025-06-18 13:33:41,21800,4.8282,NA,2.582791050098057e-05
2025-06-18 13:43:30,21900,4.7433,NA,2.5716482438937424e-05
2025-06-18 13:53:19,22000,4.7571,NA,2.5605054376894277e-05
2025-06-18 14:03:15,22100,4.7291,NA,2.5493626314851132e-05
2025-06-18 14:13:13,22200,4.9462,NA,2.5382198252807988e-05
2025-06-18 14:23:02,22300,4.9284,NA,2.5270770190764844e-05
2025-06-18 14:32:55,22400,4.7588,NA,2.5159342128721696e-05
2025-06-18 14:42:44,22500,4.6736,NA,2.504791406667855e-05
2025-06-18 14:52:41,22600,4.7475,NA,2.493648600463541e-05
2025-06-18 15:02:32,22700,4.5526,NA,2.4825057942592263e-05
